        L = 0.20          L = 0.15          L = 0.25     Etotal @ L = 0.00
        2.96327880        3.11711609        3.31508329    -5014.53809814                            
        4.50504263        5.83473282        4.27741840    -5002.61985675                            
        3.66941120        3.97214056        3.95486060    -5014.61840824                            
        4.12255476        4.92109043        4.18969869    -5020.83131297                            
        3.68800215        5.46380104        3.39880561    -5021.26668978                            
        2.03258020        2.70181009        2.15175154    -5020.51547403                            
        0.98061744        1.18572041        1.32229928    -5025.21325470                            
        1.12926888        1.45444761        1.41327583    -5040.13401120                            
        2.60836048        2.86979409        2.84009340    -5019.14582751                            
        2.76953158        2.77721275        3.14757446    -5000.59511904                            
        2.38180748        2.36920091        2.77093375    -5009.51256178                            
        2.55142670        2.89187565        2.79602888    -5018.91500789                            
        2.35050737        2.77621422        2.57432267    -5003.04471042                            
        2.99015741        3.19383696        3.34153798    -5001.10433331                            
        2.71255139        3.23097587        2.90874156    -5011.64173277                            
        1.97713212        2.79193826        2.03872962    -5001.67956393                            
        0.06905873        0.60106396        0.21268748    -5016.96585003                            
       -0.33117893        0.14006421       -0.19411635    -5038.00264936                            
       -0.99787837       -0.93530240       -0.62260043    -5032.35646704                            
       -0.73740920       -0.95981189       -0.21580097    -5022.60527613                            
       -0.57827014       -0.68376610       -0.11390211    -5020.95705958                            
       -0.17206307       -0.26754728        0.27956844    -5023.75056269                            
        0.33542782        0.14061217        0.83238318    -5013.72422469                            
        1.82692758        1.85397841        2.22709169    -5026.52863182                            
        1.77425513        2.05470224        2.07599529    -5019.64038954                            
        0.14651914        0.49090655        0.39390754    -4981.49827379                            
        0.90043369        1.60302499        0.97278239    -4994.32869512                            
       -0.66139097       -0.23112398       -0.45486819    -4996.26201600                            
        0.65411375        0.99438241        0.92072556    -5002.29854126                            
        0.92243296        2.04864721        0.75725748    -5015.59875804                            
        0.64611470        1.95216769        0.47226156    -5005.07657272                            
       -0.35608674       -0.00577022       -0.03283583    -5012.51943884                            
       -0.19842279       -0.30992618        0.32649117    -4997.40419238                            
       -0.88385706       -0.73654966       -0.47296334    -4996.41750931                            
        0.28660785        0.26163146        0.76553293    -5010.20160884                            
       -1.00214209       -1.40543253       -0.35733190    -5007.20153836                            
       -1.09246052       -0.84029787       -0.75672993    -4988.48165013                            
        0.16174890        1.75232024       -0.12887895    -4996.49036147                            
        0.92597900        2.36021882        0.65901062    -4998.11781240                            
        1.20564336        1.63126850        1.41809656    -4998.56029242                            
        0.31199500        0.60414511        0.55138528    -5009.15811566                            
       -0.07823446        0.44405557        0.11027736    -5008.24791382                            
       -0.81530490       -0.71554384       -0.43986794    -4986.12149356                            
       -0.53550580       -0.04307588       -0.32137469    -5002.76063691                            
       -1.21513885       -1.42530065       -0.62136518    -5010.59212143                            
       -0.02552979        0.37094033        0.17455354    -5017.96564297                            
        0.42978490        0.91761210        0.59679617    -5012.19501564                            
        0.17152925        0.30998641        0.53998250    -5012.36094239                            
       -0.81652495       -0.78369069       -0.36280694    -5020.86607125                            
        0.20679365        0.31285890        0.62770321    -5047.80500434                            
       -0.97294607       -1.08456945       -0.44428209    -5058.69531766                            
       -0.86381911       -1.04856019       -0.28542484    -5046.43091949                            
       -0.71549167       -1.05532443       -0.07899745    -5051.64069218                            
       -1.29118857       -1.62284358       -0.64322468    -5042.29553507                            
        0.53694324        0.52770417        1.01782501    -5046.52584525                            
        0.17978620       -0.22562190        0.83989973    -5063.08818755                            
       -0.12233006       -0.45173146        0.46299608    -5065.11081428                            
        0.37715663        0.36886842        0.84942096    -5048.67782221                            
        1.66951788        1.69096083        2.06781580    -5038.41233331                            
        2.52624700        2.84029040        2.71643743    -5021.79862024                            
        2.17676837        2.50392542        2.36850178    -5033.23132390                            
        0.95282591        1.55151478        1.08680408    -5047.07184322                            
        0.73844990        1.51103355        0.78636751    -5042.21221753                            
        0.61563770        1.84955423        0.41880976    -5030.59663093                            
        0.25093676        0.66780213        0.43477247    -5019.98399526                            
        0.43605851        1.23090685        0.29628640    -5029.44425836                            
        0.90293094        1.72245715        0.70900055    -5040.01932934                            
        0.75517607        1.50910162        0.64737369    -5044.58273071                            
        0.29176661        1.24455008        0.11723160    -5037.73313782                            
        1.47360832        3.41533219        0.61031883    -5042.78590000                            
        1.22998043        3.38926040        0.22535425    -5035.64454120                            
       -0.86945807        0.09208363       -1.04111297    -5021.48260717                            
       -1.53861145       -0.69386948       -1.61843435    -5029.06822474                            
       -1.62183082       -0.85649385       -1.61405097    -5015.83910914                            
       -1.20002491       -0.31301911       -1.33807186    -5042.73535989                            
       -0.62771637        0.37811350       -0.79296910    -5023.61597974                            
        0.29544704        1.10652170        0.21954712    -5018.37190078                            
        0.29760497        1.23093331        0.26002884    -5022.81624411                            
        0.73148015        2.40119004        0.26539897    -5021.67925742                            
        0.73958164        2.39158434        0.29315409    -5051.50833208                            
        1.41197811        3.00881545        0.98621194    -5058.70481885                            
        1.94241384        4.31955003        1.17495112    -5066.26886188                            
        2.70118319        4.16919415        2.36068127    -5068.92933687                            
        2.93841355        4.88141792        2.35296642    -5058.25632403                            
        1.17353323        1.98995076        1.17746073    -5048.90120550                            
        0.85533617        2.49589815        0.42924901    -5045.70964325                            
        0.72151308        1.56894180        0.65450198    -5054.14822309                            
        0.78767707        1.26363007        0.99284819    -5057.30560092                            
        0.99509295        1.74376842        1.02221003    -5065.10901327                            
        0.34059699        0.67386471        0.59159039    -5047.92243459                            
        0.33910475        0.81514952        0.48303086    -5063.60517055                            
        1.27028544        2.57470013        0.93510985    -5061.69918526                            
        0.77360865        1.54237965        0.76746910    -5061.59721823                            
        1.46368649        3.72595506        0.70796084    -5077.66409010                            
        3.17010682        7.05973860        1.51679402    -5072.72640777                            
        2.29432626        6.43976918        0.72511648    -5070.17498217                            
        0.14106352        0.94484019        0.13030309    -5075.73014798                            
       -1.33531132       -0.44372378       -1.39399498    -5073.40917777                            
       -0.59820195       -0.23375164       -0.33040124    -5058.87818470                            
       -0.57234625       -0.26522419       -0.31907964    -5051.11391569                            
       -0.78257376        0.52862035       -1.15687172    -5046.54705563                            
        0.17567114        1.10772308       -0.00495287    -5035.39029283                            
        1.31539188        1.56632955        1.53502707    -5046.04696222                            
        3.84657965        5.01686267        3.51495602    -5028.87688726                            
        3.43984854        3.38041574        3.87925565    -5040.15833472                            
        4.63772692        4.53265620        5.09804841    -5047.50713077                            
        4.80787019        4.62989304        5.28566405    -5030.81695831                            
        4.60038539        4.52662813        4.97538167    -5035.70040696                            
        3.00152571        2.72898639        3.50345985    -5030.31748670                            
        2.33430243        2.03180874        2.85119518    -5042.12553932                            
        2.70489952        2.55796012        3.11189283    -5032.82688886                            
        3.27182005        3.47412001        3.48263121    -5034.24401217                            
        3.23380089        3.58303936        3.38615496    -5050.78667172                            
        2.81303064        3.30125786        2.88460123    -5039.81388921                            
        2.21729560        2.17206055        2.63764812    -5022.34626694                            
        0.42705342        0.01226033        1.04928982    -5022.28224566                            
       -0.49239070       -0.67214231        0.03182060    -5018.78223078                            
        0.39906870        1.01037487        0.41107729    -5024.94571231                            
        0.28820941        0.38430421        0.59147936    -5007.55392805                            
       -0.84412206       -1.06939973       -0.32926308    -5008.22174803                            
       -1.43067303       -1.49285709       -1.02765660    -4977.76417683                            
       -0.87161041       -0.08418745       -0.90817033    -4985.16684768                            
        0.72098703        2.27445120        0.13121899    -5008.14898950                            
       -0.65152056        0.01276238       -0.67006692    -4996.38392587                            
       -1.11806468       -0.77850215       -0.91999684    -4991.64852598                            
       -0.50267089        0.89177198       -0.85130960    -5009.80836251                            
       -0.88818166       -0.22270938       -0.84248262    -4999.32499132                            
       -1.36077305       -1.14367817       -1.08464456    -5006.09697058                            
       -0.15687073        0.77862584       -0.29233952    -4990.54917331                            
        1.74923576        4.37892611        0.65217431    -4993.60472682                            
        1.59165125        4.21242952        0.54295194    -5001.79758486                            
        1.61000457        4.21820881        0.56951628    -4996.53101835                            
        0.51477048        1.53245336        0.37713853    -5020.75309161                            
        0.75806741        2.14175198        0.43855904    -5035.49419192                            
        1.76505664        2.89878359        1.54843032    -5030.77111962                            
       -0.34036002        0.01875263       -0.08373981    -5049.73079212                            
       -0.74656297       -0.73438609       -0.31496640    -5043.82003566                            
       -0.75439829       -0.58737816       -0.41026426    -5064.50810255                            
        0.58839738        1.72760789        0.40575349    -5033.87178022                            
       -0.18008325        1.14513655       -0.47133888    -5038.55016360                            
       -0.83345945        0.71021376       -1.18922410    -5024.10081229                            
       -1.13878449       -0.12438022       -1.16868290    -5060.54661831                            
       -1.90705261       -1.27934939       -1.73059702    -5053.72898325                            
       -1.11308159       -0.59299575       -0.89645842    -5035.12027242                            
       -0.27267689        0.23233507       -0.09894496    -5032.09323448                            
        0.05117533        1.06027758       -0.01489202    -5032.73641120                            
        0.39982353        1.04862241        0.50877510    -5029.51309832                            
       -0.03908793        1.60120024       -0.51800274    -5047.40834277                            
       -0.26143842        1.06919622       -0.46188809    -5029.50023685                            
        0.05303673        1.53046183       -0.26256957    -5023.24092430                            
       -1.10800367       -1.03671279       -0.67933616    -4998.09417761                            
       -0.33396936        0.55692361       -0.33983518    -5000.75987690                            
        1.55614884        2.57484637        1.25435286    -4989.90921003                            
        0.41360476        0.96276524        0.48378189    -4992.97583500                            
        0.22673613        2.36575379       -0.40886230    -4972.81445634                            
       -0.31537738        0.70523981       -0.43998142    -4966.60634311                            
       -0.02866583        0.48601832        0.03008511    -4977.42264627                            
       -2.02826159       -2.42281944       -1.35958627    -5001.53216075                            
       -2.70540293       -2.98260363       -2.08219959    -4990.40341952                            
       -0.94304208       -0.66826793       -0.63088911    -5003.08860924                            
       -2.01955953       -2.22371422       -1.45023370    -5003.31061758                            
       -1.31948818       -1.35339739       -0.83454393    -5000.39307640                            
       -2.00514185       -2.29267586       -1.37868178    -5021.57840996                            
       -1.39345832       -1.54725369       -0.87821951    -5017.97760344                            
       -1.58725438       -1.94834201       -0.93344222    -5036.51587844                            
       -1.45184920       -1.74419773       -0.87097442    -5032.39770403                            
       -1.19584648       -1.14667922       -0.90576811    -5036.66086689                            
       -2.42062128       -2.66959882       -1.87967155    -5034.61980143                            
       -3.03451772       -3.46478055       -2.37271156    -5030.78061089                            
       -2.51216933       -3.11300720       -1.75779883    -5007.26783081                            
       -2.67847584       -3.13507548       -1.99680390    -5005.67478108                            
       -1.60990570       -1.84575623       -1.06049045    -5010.44773472                            
       -1.90899149       -2.49597035       -1.17948501    -5009.29977582                            
       -1.30172033       -1.48253531       -0.74702574    -5013.65193330                            
