        L = 0.30          L = 0.25          L = 0.35     Etotal @ L = 0.00
        0.24807531        0.81478098        0.38025595    -5091.81466909                            
        1.28503508        2.75985066        0.91707668    -5078.17850232                            
        0.41165741        1.06725281        0.44290987    -5082.51372094                            
       -0.49189257       -0.24544945       -0.19655760    -5078.48361872                            
        0.30777532        1.28910751        0.27920375    -5048.32276373                            
       -0.31810349        0.43225417       -0.18498438    -5053.19284086                            
       -0.81039443       -0.89760777       -0.25656839    -5043.19916783                            
       -0.23624917       -0.03198205        0.18817068    -5069.45518856                            
       -0.25900467       -0.53071452        0.41122013    -5071.61452973                            
       -0.21539885       -0.64809599        0.50808883    -5078.84859134                            
       -0.23940048       -0.62731644        0.45774557    -5084.74964708                            
        0.44207620        0.68731502        0.87905306    -5080.46224098                            
       -0.51842761       -0.88412808        0.18724523    -5098.39439067                            
       -0.83974637       -0.75975042       -0.34416032    -5091.74135833                            
       -1.69706766       -1.60408568       -1.18855699    -5067.00134943                            
       -1.60899166       -1.60101117       -1.08032615    -5028.60213649                            
        0.05166083        0.55223103        0.31417825    -5030.86947491                            
       -1.21465641       -1.12460058       -0.76682394    -5037.42038245                            
       -1.45836566       -1.93156939       -0.73637661    -5039.04144717                            
       -0.83213332       -1.22864049       -0.14435769    -5025.29545925                            
        0.41191444        0.31526619        0.95109122    -5045.28487054                            
        0.90799689        0.70502056        1.47765835    -5049.96127663                            
        0.76695876        0.86929015        1.19249859    -5043.84800778                            
        0.66311516        0.99731337        0.99602254    -5064.47197203                            
        1.33610603        2.50502091        1.27482711    -5059.99082722                            
        0.68544228        0.97608831        1.03618618    -5044.21017422                            
        1.85428879        2.72120734        1.90819836    -5051.08367421                            
        1.37492289        1.63115772        1.71221769    -5063.81436903                            
        0.84633649        1.04777716        1.24781491    -5079.19737218                            
        0.36177572        0.39360968        0.86516615    -5067.38808311                            
        0.30934053        0.38105629        0.84094015    -5057.78207495                            
        2.12933212        2.20042331        2.63613776    -5054.45605629                            
        0.55279851        0.78031713        0.99434289    -5062.77737553                            
        0.40470996        0.66891539        0.81313580    -5067.43694700                            
        0.33025651        0.50150384        0.74590171    -5056.95245554                            
       -0.95962869       -1.28982458       -0.28415748    -5055.52131704                            
       -0.57624109       -0.97971391        0.11596186    -5066.17884832                            
        0.68920890        1.29682946        0.86052365    -5059.59509203                            
        1.03624492        2.54057011        0.81505931    -5052.96709065                            
        0.46577676        1.71051481        0.39340168    -5047.98596718                            
       -0.05555364        0.56476886        0.20175632    -5056.44008619                            
        0.99500422        2.02748431        1.01457090    -5052.81388567                            
        0.27982368        0.83322377        0.49902400    -5072.36773965                            
        0.61343669        1.13167007        0.89055713    -5073.02385715                            
       -0.31190009       -0.02397789        0.02582144    -5065.29646394                            
       -0.04950948        0.60548214        0.10429579    -5048.92570727                            
        0.83292431        2.61826518        0.41342327    -5069.26229439                            
        0.44695101        2.13176031        0.17788097    -5077.85002362                            
        0.16816847        1.58707260       -0.08524280    -5070.82784873                            
        1.15134038        2.74639810        0.83873371    -5060.46396554                            
        1.32199035        2.50045249        1.22544473    -5043.93363602                            
        1.43737846        2.33912763        1.45682011    -5052.84944710                            
        2.53214328        4.24504836        2.02104688    -5068.94875233                            
        1.07321848        1.62218095        1.23340916    -5064.20134995                            
        1.06284225        1.29297957        1.37645873    -5046.11426095                            
        1.71065193        3.74289408        1.06385788    -5055.68088015                            
        0.25786096        1.08652491        0.25841297    -5067.73986434                            
       -0.00078953        0.22827090        0.35220415    -5059.47730610                            
       -0.35042457       -0.00639175       -0.01825287    -5048.78810895                            
       -0.11176294        0.25996278        0.20918504    -5057.22404643                            
        0.04052546        0.06178163        0.53261663    -5060.87518728                            
        0.37195354        0.90726768        0.58624171    -5063.71113497                            
        1.58422584        3.26230765        1.05814284    -5068.90991617                            
        0.94283022        3.06740084        0.23847571    -5069.53353689                            
        0.33864806        1.85250462        0.15496198    -5066.65217682                            
       -0.19400199        0.75385072       -0.08774617    -5061.49360852                            
        0.28791919        1.23366822        0.32679244    -5067.85237971                            
        0.70889281        1.36203000        0.81493982    -5070.31649852                            
        0.41100878        0.96047502        0.63686807    -5081.00288247                            
        1.34292133        1.68390133        1.64475560    -5085.14227695                            
        2.87596085        3.89378372        2.81141085    -5078.90957030                            
        5.06039403        6.91517326        4.71054613    -5085.69066729                            
        5.45090930        7.87452959        4.75325193    -5078.12685745                            
        5.47592336       10.19269846        3.55526435    -5076.97071928                            
        2.63745410        5.60478931        1.56582136    -5077.34487228                            
        4.04482974        8.05806475        2.23987349    -5077.89363825                            
        1.78949166        3.94248070        1.21360451    -5084.34426381                            
        2.54807701        7.04551876        0.88127510    -5085.50670297                            
        3.09484474        8.70734259        1.08019160    -5093.51218295                            
        1.88719061        5.48475257        0.74078992    -5097.32988598                            
        1.71261831        5.17021319        0.49698685    -5107.93664446                            
        3.39508330        9.34262381        1.09844096    -5089.11644078                            
        1.75467355        5.72045369        0.32031661    -5081.60689923                            
        1.46504076        4.98638797        0.12307748    -5074.77649581                            
        0.76713249        4.39760589       -0.21257011    -5080.55801320                            
        1.49933378        5.83457311        0.16579417    -5067.57810235                            
        1.07047523        4.32196256        0.12820329    -5082.06769968                            
        0.13591199        1.65289532        0.01909335    -5094.46413123                            
       -0.83706191        0.21232865       -0.74545073    -5113.90671156                            
       -0.56170132        0.45378055       -0.45405807    -5105.88752894                            
       -0.09199316        1.31340879       -0.16089529    -5092.01527344                            
       -0.02681394        1.28508243       -0.05640474    -5074.78379946                            
       -0.11081156        0.78563694        0.00543281    -5083.01541551                            
       -0.21878063        0.78265572       -0.15783059    -5094.53584156                            
       -0.88297070       -0.06744996       -0.69449800    -5091.91644845                            
        0.17691433        1.87537777       -0.05089370    -5079.36956478                            
       -0.01934523        1.15392206       -0.02211206    -5078.70590277                            
        0.41430656        2.09462716        0.17291578    -5066.73201165                            
        0.12894410        1.87921258       -0.13744994    -5070.26625406                            
        2.28474426        4.82967912        1.50112806    -5065.58854066                            
        2.26548221        4.62469317        1.70338918    -5062.89320066                            
        1.83604539        4.06811931        1.29213062    -5072.73167046                            
        1.87791853        4.54254854        1.16020171    -5079.89149968                            
        2.52924392        4.94151930        1.94881713    -5082.29614724                            
        3.68763811        7.13238337        2.55235203    -5068.23707542                            
        2.39914956        4.47070896        1.94777649    -5076.09204251                            
        2.00842447        3.18750936        1.94886054    -5071.76201288                            
        3.16298553        4.00567051        3.18677209    -5062.01658785                            
        2.35138442        2.90753096        2.58250766    -5070.40744826                            
        2.29548774        3.46521439        2.16427170    -5076.90702698                            
        2.82731268        4.86393683        2.23531286    -5078.29520189                            
        2.21016035        3.40056833        2.11281429    -5089.08934736                            
        1.65690722        3.32192271        1.33653433    -5115.92568337                            
        2.47067786        4.35417882        1.97066062    -5110.64824759                            
        2.22059414        3.76924932        1.95363302    -5098.95202946                            
        1.63013487        3.30189206        1.33636430    -5077.32252414                            
        0.43253735        1.11572953        0.63425626    -5074.59292589                            
        0.96106321        1.13129934        1.43691739    -5070.11321538                            
        0.18341729        0.82081623        0.35622047    -5087.66427022                            
       -0.76338536       -0.66310364       -0.30368474    -5074.49750401                            
       -0.63458392       -0.65835254       -0.15353730    -5051.39331703                            
       -0.42161727       -0.02485248       -0.18461039    -5066.60614013                            
       -0.92486499       -0.64424180       -0.57808596    -5067.80192071                            
        0.76504207        2.22214642        0.42147329    -5077.80464943                            
        1.40845533        2.53537060        1.31871448    -5058.40272203                            
       -0.33942881        0.37516005       -0.22727148    -5059.93629581                            
       -0.06934592        0.96629936       -0.07699851    -5060.64356128                            
       -1.03017274       -0.53120657       -0.79664632    -5068.32690728                            
       -0.79879553        0.11615609       -0.65756221    -5058.57204411                            
        0.20448595        1.66527628        0.07744499    -5062.90402796                            
        0.50426354        2.62487067       -0.07463497    -5072.56199489                            
        1.09782311        3.43777281        0.62396562    -5080.06990935                            
        1.28113759        3.47944251        0.77212236    -5071.21329321                            
        1.15843463        2.83489363        0.87279978    -5072.20322838                            
        3.11555660        6.04024044        2.19204648    -5066.23858896                            
        0.70844159        2.07715688        0.57948509    -5067.66403188                            
       -0.30024163        0.48843268       -0.09201981    -5074.81602343                            
       -0.85957554       -0.39344902       -0.49550660    -5079.61452871                            
       -0.98373841       -0.53772065       -0.62374648    -5076.54275128                            
       -0.70356444        0.48802917       -0.72636808    -5078.02965009                            
        0.92976467        3.08834032        0.44199646    -5069.51170666                            
        1.24002929        3.56631451        0.62404313    -5056.70622733                            
       -1.33934080       -0.48627170       -1.23056572    -5058.65403768                            
       -1.14015115       -0.22963596       -1.07195774    -5062.80396123                            
       -0.08517809        1.73865464       -0.47823201    -5060.91371504                            
       -0.42621497        1.60896546       -0.85629049    -5046.66604164                            
       -0.05853097        0.85289151        0.00158403    -5043.80734795                            
       -1.13727804       -0.42590456       -0.92802292    -5033.52855304                            
       -0.09409909        2.12248750       -0.60715989    -5043.04609900                            
       -1.91054187       -1.00115348       -1.82456099    -5060.77499952                            
       -0.78934695        1.44129581       -1.36991039    -5042.92915963                            
       -0.18627889        2.39491886       -0.83326525    -5042.71547785                            
       -1.16091355       -0.49194457       -0.95708090    -5041.07112135                            
       -0.52774205       -0.19993693       -0.18119788    -5023.12139993                            
       -0.58471842       -0.36235433       -0.18024022    -5025.16063339                            
       -0.11288547        0.42415809        0.10607058    -5021.40171056                            
        1.18518846        3.79038812        0.35929746    -5030.31472986                            
       -1.45705996       -0.12967275       -1.59159326    -5020.92406815                            
       -1.47189197       -0.54227940       -1.41922456    -5034.82765682                            
       -1.77011739       -1.26930886       -1.51611207    -5037.65146976                            
       -1.56106619       -0.72702422       -1.44632688    -5035.56360167                            
       -1.49467931       -0.93153591       -1.29658791    -5013.68403941                            
       -1.23436254       -1.04745240       -0.83686064    -5003.19833009                            
       -1.01253541       -1.41253622       -0.30904307    -5000.55296050                            
       -0.20591715       -0.31011343        0.33632256    -5010.26533858                            
        0.33862353        0.04793658        0.99184211    -4994.94424512                            
        1.12845762        0.89552531        1.76802769    -5010.38169201                            
        1.88302778        1.80311248        2.40980466    -4999.51846122                            
        2.83582187        2.79328244        3.35412784    -4988.02589009                            
        3.58012936        3.93805663        3.81405719    -5004.74724838                            
        2.60709641        2.43662590        3.16190164    -5004.64186214                            
        1.81603544        2.13231727        2.10095516    -5012.25033632                            
        1.29950507        1.81984148        1.48885584    -5030.55071591                            
       -0.08017875       -0.55785599        0.63603881    -5028.88888839                            
       -0.64447343       -0.94956552        0.00998126    -5028.50046480                            
        0.07410140        0.13567486        0.45410108    -5016.13602600                            
        0.56366335        0.47026457        1.06999233    -5006.48843345                            
        0.06686207        0.15988344        0.48116250    -4996.20289520                            
        0.59167692        0.32716538        1.19783267    -4977.73850532                            
        0.68775577        0.83977307        1.06669189    -5003.05431787                            
        1.32259182        1.96537375        1.46218868    -5004.28291681                            
        1.86535990        2.44257446        2.04769446    -5020.49820122                            
        1.52955995        1.52228231        2.00299907    -4990.84498436                            
        2.75553939        2.95500601        3.11632842    -4993.55292989                            
        2.03928590        1.93508402        2.56037117    -5007.98952545                            
        3.97332229        4.26358809        4.23145926    -5006.61766469                            
        4.43238073        5.69624828        4.00089639    -5018.34983010                            
        1.49675603        1.71685362        1.77720688    -5011.79518267                            
        2.78106854        3.17277352        2.93644242    -5011.32068353                            
        3.69445023        5.42480493        3.12661141    -4992.57399215                            
        3.28325229        4.23614683        3.18279445    -4991.76328634                            
        3.64414821        5.09817071        3.21661630    -5003.33990174                            
        2.63299274        3.72107762        2.44720379    -5016.19084877                            
        2.82182045        4.45799473        2.39619804    -5008.40662768                            
        2.51469090        2.97254746        2.69261263    -4996.54862693                            
        3.60141612        6.04338267        2.73985918    -4990.28976092                            
        3.98253419        5.66138877        3.45724465    -5001.24449725                            
        2.89797824        3.97956750        2.69044840    -4986.21913704                            
        2.98600803        4.07782176        2.74812584    -5014.48196020                            
        4.34146097        6.14996054        3.67380078    -5004.90081762                            
        3.72525128        5.07763114        3.28660433    -5016.48144590                            
        2.47024131        3.13958431        2.46260939    -5019.63199412                            
        2.66016348        2.95483088        2.85230698    -5022.13038425                            
        2.30617190        2.90001325        2.34800227    -5039.11440760                            
        2.31959929        3.52777798        2.05512366    -5041.80399917                            
        2.48906948        3.72212782        2.19296264    -5054.94976574                            
        2.14076858        3.71974635        1.68498886    -5048.03836696                            
        0.31267482        1.06195810        0.30588024    -5063.85532566                            
        1.28984404        2.87180613        0.83284999    -5064.96714023                            
        3.47439290        7.09754771        1.88015206    -5062.10913499                            
        4.99125327       11.56763450        1.74305387    -5064.96206199                            
        1.70996213        5.60444420        0.01540749    -5084.64346021                            
        2.53765967        6.38586772        0.85550007    -5077.23320886                            
        2.02239932        4.16524913        1.22509590    -5094.62232797                            
        1.42836475        2.83566807        1.02753236    -5097.74876636                            
        1.14023571        2.10395951        1.03477086    -5099.46443643                            
        0.67028089        1.52632771        0.63615190    -5094.19429657                            
        0.11643827        0.62617406        0.28866891    -5092.07441615                            
       -0.72593002       -0.31494507       -0.49803814    -5085.43515570                            
       -0.43180994        0.08201374       -0.28051426    -5083.48114537                            
       -0.15663018        0.54388417       -0.10138933    -5078.83104501                            
        0.73258127        1.44940800        0.79239963    -5070.74390936                            
        1.49385425        2.03493760        1.63977665    -5060.91645946                            
        0.36530272        0.99640963        0.42653733    -5049.61369592                            
       -0.16571151        0.04693083        0.13242465    -5043.88032679                            
        0.65132531        1.33592419        0.61929254    -5025.16328376                            
       -0.41378753       -0.03346884       -0.20814095    -5029.03100533                            
       -0.33948323        0.00470982       -0.13083907    -5051.72949885                            
        1.34073436        2.24418420        1.18490990    -5063.89056071                            
        3.76912253        6.34956400        2.59949286    -5067.77537084                            
