        L = 0.60          L = 0.55          L = 0.65     Etotal @ L = 0.00
        5.85214671        6.44626263        5.84654935    -5034.95212875                            
        5.64916821        6.85564803        5.40815789    -5016.69782871                            
        5.92711071        6.96429094        5.76033261    -5028.17455969                            
        6.48975527        8.35376083        5.97649459    -5017.00698836                            
        5.90496700        7.26228183        5.71599554    -5023.31519542                            
        5.56558984        6.59593495        5.44921224    -5036.89022254                            
        5.48163456        6.23458671        5.52064368    -5033.01487443                            
        5.30375558        5.94009954        5.36403218    -5028.75244082                            
        5.44524204        6.90847097        5.20221203    -5020.55992494                            
        4.66709149        5.34837761        4.80553603    -5007.40110276                            
        4.71327519        5.27315726        4.82756789    -5010.12305021                            
        4.20183105        5.09040600        4.18257515    -4987.72117570                            
        4.84649842        7.40969296        4.14715872    -5003.98355979                            
        6.71355723       10.42118384        5.34711070    -5015.93171439                            
        5.45736420        7.20593092        4.97184142    -5013.21990515                            
        7.37294376        9.18383965        6.79942921    -5007.90886398                            
        5.20080237        5.61398864        5.32695240    -4982.59512089                            
        5.62098227        6.62486976        5.60531240    -4992.94680581                            
        4.45093911        5.90714308        4.29093915    -4987.87159488                            
        4.19001718        6.56028016        3.69369130    -5009.15844784                            
        3.59033987        5.55554840        3.22062315    -5002.69868100                            
        4.85602884        8.57443944        3.76811184    -5001.76474065                            
        3.74980174        6.22268291        3.24880557    -5008.28278772                            
        3.29951230        4.88670702        3.09053039    -5017.34861614                            
        2.43112479        4.04908223        2.32921964    -5022.21160322                            
        2.14811811        3.33016194        2.19711867    -5022.84618707                            
        2.46175213        3.74047241        2.46107703    -5003.53146904                            
        1.45511134        2.03824049        1.72369176    -5000.84432293                            
        2.06845968        3.09771741        2.08490184    -5019.09756985                            
        4.05343966        7.75479467        3.11518964    -5009.20923218                            
        4.59915425        9.11779466        3.32696373    -5018.68051065                            
        3.33191523        6.38729835        2.59211079    -5035.06352392                            
        2.93260506        5.89662939        2.36091079    -5025.42989911                            
        3.65372558        7.22115947        2.80532738    -5005.25158012                            
        3.78842451        6.22275099        3.46935686    -4988.94647516                            
        2.58498595        4.43325619        2.45684970    -4977.13239989                            
        2.28016349        3.40045841        2.33867619    -4988.56754642                            
        2.68772659        4.28778879        2.58175854    -4969.61366643                            
        3.43699731        7.23515583        2.63271609    -4963.63243412                            
        3.12595083        5.73539303        2.72086145    -4979.88245684                            
        3.65375770        7.97668350        2.89770773    -4960.32622960                            
        3.86662095        6.54396042        3.58540968    -4958.20963891                            
        3.03875749        3.44094921        3.38571033    -4956.23941374                            
        2.47436372        2.61575679        2.85450552    -4964.09806904                            
        2.80445842        2.58105941        3.35077875    -4948.39051242                            
        2.41660589        2.64002780        2.81679111    -4947.71848677                            
        3.04348604        3.19274015        3.40863662    -4950.13943218                            
        2.80332235        3.60728225        2.97526949    -4947.80107898                            
        3.06105433        4.68358329        2.95719232    -4944.90554350                            
        4.23853657        6.51553496        3.85489400    -4973.50922420                            
        3.84881820        4.61149449        4.02701765    -4990.28185061                            
        4.20432811        6.13739624        4.04920950    -5004.36096675                            
        3.83473785        6.04312192        3.58299148    -5001.41322866                            
        4.58909132        6.56330336        4.44757887    -5011.84863158                            
        4.03928607        4.64805351        4.21167613    -4989.98128420                            
        3.66183006        4.02883287        3.95683237    -4985.31636243                            
        3.66014983        5.03720258        3.63442356    -5010.88437921                            
        4.99293246        5.45758360        5.23062911    -5017.62823555                            
        5.51602628        8.14101563        5.09654119    -5003.73855913                            
        5.38392508        8.01642903        4.93770148    -4983.78308550                            
        5.45658990        6.67309025        5.49742811    -4990.91500847                            
        6.32839370       10.81700095        5.39936109    -5003.59838681                            
        3.99826448        6.07155929        3.80475468    -5002.83915946                            
        6.01728632       14.79318118        4.01009680    -5006.19806667                            
        5.60196685        9.58897766        4.87174227    -5014.96120997                            
        4.09957869        5.74851555        4.02777879    -4993.16520802                            
        2.47779600        3.58524201        2.55424416    -4989.21348076                            
        1.99692343        3.38850097        1.97550896    -4993.74894864                            
        2.62430915        3.78792127        2.60303275    -4984.70674506                            
        2.86756610        3.16743692        3.21663165    -5005.66477324                            
        4.46421833        4.53343155        4.83303721    -5017.24308368                            
        2.38889248        2.47118879        2.76839648    -5030.80603683                            
        1.89506702        1.66983691        2.39413852    -5031.31531637                            
        2.51046429        3.32999697        2.53883155    -5034.17006008                            
        1.96009212        1.78510226        2.36072580    -5046.73027900                            
        2.14436414        2.76118961        2.33178553    -5045.71625473                            
        2.52593505        2.75876641        2.78790014    -5048.64991881                            
        2.17501379        2.17863365        2.55303783    -5041.42726086                            
        1.90458601        1.74722555        2.32030180    -5043.77005663                            
        1.21445292        1.44759908        1.53593000    -5048.55628144                            
        2.44599770        5.88040342        1.86598042    -5061.69574956                            
        1.89682520        2.30281912        2.18814095    -5045.61608459                            
        1.64788739        2.08965007        1.94101260    -5040.12250282                            
        1.72064044        2.48229082        1.87943577    -5048.62688279                            
        2.40402741        2.78619866        2.67661092    -5053.51843606                            
        3.96420517        6.97712040        3.50904685    -5037.32238243                            
        2.90364763        3.86855372        3.00931786    -5038.69188901                            
        2.93394785        3.81423591        3.05888811    -5025.00446636                            
        2.84881321        2.93066929        3.21315552    -5034.95920882                            
        2.34775166        2.89581453        2.54637311    -5029.22031740                            
        1.77963964        1.33401189        2.29826217    -5023.52374274                            
        1.77734564        2.18240294        2.13314156    -5011.99444383                            
        1.93493545        2.36430722        2.25392757    -5013.54994565                            
        1.26190234        1.50858761        1.65661163    -4992.76566722                            
        1.25888997        2.60873985        1.33645757    -5000.46815511                            
        1.19396858        2.80592472        1.19405788    -5015.51011838                            
        2.22794947        3.13824166        2.37821211    -4998.61617805                            
        1.64977412        1.95659987        2.00332008    -5003.89027773                            
        1.45406362        1.67424021        1.87267369    -5012.67738449                            
        2.02900563        1.89453635        2.52606123    -5006.13487511                            
        1.41758334        1.36091357        1.90721128    -5006.22593417                            
        0.88422537        0.64724577        1.43896074    -4996.85834529                            
        1.14871793        1.15223671        1.60740074    -4988.06539809                            
        2.17412240        2.62411813        2.45794952    -5003.13992197                            
        2.53749623        3.33588606        2.66727687    -4997.79961034                            
        2.99058146        4.57345503        2.80233804    -5022.14844166                            
        3.46720396        3.73665638        3.85399144    -5009.28177038                            
        3.82506521        4.30392436        4.08602025    -5011.03115277                            
        2.25953608        2.41390150        2.65996534    -5006.98888281                            
        1.62151054        1.87050192        1.98571469    -5004.70498459                            
        1.07428672        1.82933629        1.36044457    -4994.06801283                            
        2.63158021        7.00607940        1.95878461    -4999.00681708                            
        1.50004080        2.61112615        1.66213644    -5011.04976450                            
        2.73759443        3.55005493        2.90538633    -5009.62756214                            
        3.94680946        5.99211386        3.46944153    -4978.69172447                            
        3.77251218        5.80420865        3.42500082    -4978.13983246                            
        4.23267485        6.32387455        3.82266180    -4973.76232338                            
        3.91007757        5.54943780        3.59578757    -4949.71873723                            
        4.30006330        5.58940941        4.22971191    -4955.71610602                            
        4.66358121        6.74267548        4.36933476    -4977.96865945                            
        6.03429602        8.82374618        5.45660887    -4972.27434990                            
        4.90085040        6.96584513        4.43791198    -4994.49917725                            
        4.43819592        5.61224905        4.40895207    -5008.67337469                            
        5.43413549        7.43619270        5.24306225    -5013.14363351                            
        6.14365662       11.95256775        4.84483358    -5016.59775316                            
        4.31870025        5.68547497        4.34393060    -5004.49247749                            
        4.95212591        6.45924773        4.80566229    -4998.31595243                            
        6.99266636        9.38637355        6.57216710    -5001.31769765                            
        6.78243961        9.25546809        6.33330226    -4971.92035967                            
        5.03769684        6.32580980        5.01023878    -4982.15378129                            
        3.86405775        4.77846837        3.96824782    -4979.95092156                            
        4.54771033        6.50439612        4.25095781    -4974.56283302                            
        4.03155696        4.27965858        4.43007391    -4966.78783337                            
        3.78333545        5.64779966        3.75059010    -4953.87550231                            
        5.94967861       11.87152802        4.87892999    -4949.12693729                            
        5.01053400        5.77367115        5.27490469    -4970.67617435                            
        4.77428969        7.86767673        4.35661713    -4962.96902924                            
        5.57044898        7.14367026        5.55613202    -4959.98540525                            
        4.70686470        6.40322368        4.64182124    -4959.86975786                            
        4.30937792        5.56518843        4.39897715    -4948.06715867                            
        4.45719651        6.65244019        4.29555472    -4959.81193219                            
        3.96133251        5.61230329        4.02263356    -4965.33880548                            
        4.05595900        9.24510556        3.29046668    -4964.07036436                            
        2.73213964        3.00117335        3.14052332    -4984.00021832                            
        3.56894986        4.11343999        3.85016958    -4977.04431275                            
        4.36167584        5.50969040        4.43963456    -4973.46943637                            
        6.43353665       11.85328116        4.94314717    -4968.93658973                            
        4.01950955        5.00520596        4.11882728    -4959.25208465                            
        3.82176597        5.48776205        3.66640624    -4964.14139849                            
        3.75508660        4.55016801        3.90764738    -4976.42057217                            
        3.56051033        4.46560686        3.71043028    -4978.05592240                            
        2.99343059        3.68997656        3.21121578    -4986.52428330                            
        2.55681774        3.16888149        2.80722703    -4982.97392792                            
        2.91423321        3.16145778        3.25680312    -4975.72422283                            
        2.96227828        3.27423887        3.24391171    -4971.03677493                            
        2.82379153        3.90514248        2.83586147    -4968.20049818                            
        2.63074592        4.15413105        2.48887014    -4962.21290301                            
        3.01201538        2.83778848        3.44580731    -4970.39205646                            
        3.34745863        3.58378860        3.62095354    -4984.41895390                            
        2.62509850        2.56154938        2.92617576    -4972.26390005                            
        4.10457690        4.91567772        4.07820149    -4973.14712150                            
        2.97602842        2.90888286        3.29706426    -5007.10675600                            
        4.40880407        4.85802716        4.56436408    -5003.57295781                            
        4.17628218        6.06515560        3.89978683    -5005.56994658                            
        3.06109475        3.71924689        3.18222126    -5000.16740035                            
        3.58852945        5.45797180        3.23492839    -4999.38557067                            
        2.24818801        2.42574766        2.54214678    -4996.56227680                            
        0.89159011        1.20888010        1.20076566    -4964.33355387                            
        0.45523013        1.08780054        0.66698766    -4971.24902907                            
        1.02110244        1.44571731        1.32373295    -4972.34830124                            
        0.43116656        1.18139421        0.65500574    -4974.83583357                            
        1.18456960        2.72382055        1.13892725    -4984.61696702                            
        0.84945726        1.69477357        0.96814625    -4988.75073714                            
        1.07754464        1.67978304        1.28715506    -4990.05447477                            
        1.53665584        2.74370854        1.41443468    -4985.57790591                            
        2.16022531        4.16442072        1.77525753    -4970.19642200                            
        1.22501165        2.94754069        1.01769913    -4973.58286612                            
        0.86815354        1.81683631        0.89712010    -4957.57841028                            
        2.38074983        5.90692034        1.18183192    -4953.22693412                            
        1.88885461        4.58877261        1.24222647    -4955.78072298                            
        1.97280126        3.42798140        1.78095578    -4950.89555367                            
        1.70925452        3.77842774        1.30989735    -4967.22653652                            
        1.01156004        2.72576206        0.72669264    -4986.14271081                            
        0.57749668        1.77006267        0.57344394    -4974.02015919                            
        1.11063229        2.04627097        1.28069558    -4968.30787748                            
        1.13208034        0.90436952        1.69634866    -4977.30086708                            
        0.74851355        0.59747173        1.29433701    -4966.05598204                            
        1.06931832        1.72908747        1.32916008    -4972.85771728                            
        0.76785295        1.44779005        0.95899920    -4952.77084551                            
        1.20538402        1.33619387        1.64002049    -4967.14443821                            
        2.71099000        3.67451898        2.89517408    -4985.82679999                            
        2.34709878        2.83526391        2.63320260    -4978.14906867                            
        1.84503352        2.23728403        2.17703893    -4981.54081868                            
        2.40651353        3.11590336        2.62756218    -4982.39681390                            
        2.59903766        3.08210938        2.92186950    -4952.68869905                            
        2.28002076        3.40695042        2.44730837    -4939.02226592                            
        1.22572392        2.75003051        1.28133887    -4930.95215084                            
        1.80824314        3.91546626        1.57080471    -4933.98382546                            
        3.03977604        4.90282026        2.73850740    -4951.31955486                            
        1.74499180        2.24464277        2.04336955    -4962.31872934                            
        2.88894059        3.54828229        3.13835552    -4963.95683221                            
        3.07161965        4.11493987        3.24930206    -4960.26965592                            
        2.08180978        3.45896790        2.14494199    -4966.29415335                            
        1.87821567        2.90099183        1.99905798    -4971.90363863                            
        1.61298906        5.09076574        1.09253623    -4982.46727727                            
        2.37345714        8.05261700        1.32942184    -4977.37552555                            
        1.65694964        6.98057058        0.66046558    -4970.08206412                            
        1.51166562        4.85945788        1.06721939    -4945.38653319                            
        1.21831003        2.68242190        1.27470077    -4946.28246823                            
        2.22024583        4.07691477        2.15957880    -4933.00101498                            
        2.48087754        3.99357223        2.52245876    -4954.92165216                            
        2.33128974        2.80561754        2.67031202    -4939.81652341                            
        1.64723653        2.59322233        1.80004004    -4950.91746970                            
        2.73864038        3.28280250        3.01505513    -4957.97707530                            
        3.32829336        3.34281385        3.74683502    -4962.66382747                            
        3.01851621        4.37276611        2.91637938    -4954.16941456                            
        3.81797091        6.98202291        3.17413393    -4966.90355300                            
        4.93685145        8.60266431        4.10759004    -4953.06035357                            
        4.16182456        6.69158440        3.74838953    -4961.21387555                            
        5.65361035        8.11202277        5.20971159    -4974.32966934                            
        5.58281335        7.48302162        5.19923562    -4979.58196074                            
        5.38716539        7.40501493        4.94837072    -4971.64486857                            
        5.18239892        6.33326606        5.03444351    -4985.29497080                            
        4.44335027        4.71000922        4.70745288    -5001.48445252                            
        5.26079693        6.52363909        5.10266950    -4998.95907405                            
        6.16518489        9.21542163        5.15844903    -4986.30734187                            
        4.65784968        6.02751450        4.45688928    -4998.94181584                            
        5.42220446        6.03349381        5.52877866    -4991.84606164                            
        6.75195315       11.31218486        5.27736214    -4963.56032422                            
        6.14110553        7.51686698        5.92388774    -4965.43610379                            
        5.62174512        6.96663481        5.37853949    -4987.51761641                            
        4.46185954        4.41948397        4.79292255    -4978.36342065                            
        4.90586218        4.92083642        5.23732027    -4982.67960112                            
        4.69990923        5.06499925        4.89404930    -4980.05201970                            
        4.33486832        5.36691484        4.35672818    -5004.68902424                            
        4.40940819        5.40618640        4.46863886    -4990.16538681                            
        5.10933233        6.41913901        5.00838240    -4975.13750306                            
        3.37545153        3.68834118        3.63119371    -4988.36081271                            
        4.50937868        5.43908342        4.44239666    -4992.30246208                            
        5.66251688        5.99133094        5.91182389    -4994.24716351                            
        6.16085203        6.91430215        6.23034498    -4976.48538120                            
        5.74123177        6.79291509        5.66582373    -4978.83877977                            
        4.22347102        4.57773253        4.45708853    -4988.05600962                            
        4.43689761        5.85673766        4.32394304    -4983.68040980                            
        4.20726020        5.05087440        4.27901244    -4990.27653263                            
        3.40375388        4.47154293        3.42423505    -4993.05295316                            
        3.09025314        4.08167082        3.16508844    -4974.63375246                            
        2.49272612        4.16183310        2.34018860    -4977.32984205                            
        2.57878125        3.75133006        2.59093283    -4968.28685243                            
        2.63375164        3.63253460        2.73361074    -4965.49041323                            
        1.94615279        2.75031987        2.05689303    -4947.02568658                            
        1.76025999        2.64616080        1.85305717    -4958.92215347                            
        2.59119477        3.77934544        2.59324822    -4967.15582121                            
        2.64105771        3.10890392        2.83194314    -4980.58542397                            
        2.96460569        2.90897719        3.34481090    -4990.79622405                            
        3.78400679        4.19042137        4.00129171    -4971.06511838                            
        3.55476811        4.26894490        3.66204021    -4981.53219555                            
        3.10344193        4.39421990        3.01769748    -4997.03254905                            
        4.69440419        5.95750411        4.54782150    -5007.06914451                            
        4.85052898        6.55312322        4.58342818    -5002.85710822                            
        4.01588669        4.32075356        4.24644911    -5002.89270178                            
        4.75838120        5.35664103        4.89197385    -5006.72107649                            
        4.58599341        4.86748885        4.81878220    -4999.90416588                            
        3.76068781        3.89222650        4.11683532    -5009.12463961                            
        3.62420048        3.65734606        4.01047930    -5016.84611159                            
        4.10036412        4.65405707        4.27672181    -5002.75057387                            
        3.74826361        4.48974812        3.85480142    -4995.63063224                            
        3.23985214        3.50324604        3.55109168    -4990.00103028                            
        3.27583168        3.36479547        3.58687529    -5013.34472889                            
        3.56694324        3.24588214        4.01909447    -5006.68706599                            
        4.33172460        4.10030767        4.73107008    -5023.98635535                            
        4.24048376        4.39380004        4.52445884    -5016.57232454                            
        4.44927172        4.61856997        4.73117540    -5012.20834941                            
        3.89502031        3.57306814        4.35975010    -5006.59820446                            
        3.90293926        3.90269470        4.24422295    -4996.80321380                            
        4.25217902        4.59711574        4.45645054    -4995.68031961                            
        4.56773177        4.76551373        4.85145952    -4986.89871191                            
        6.91850823       11.22643342        5.40856831    -4983.56557748                            
        5.34437175        7.23813583        4.73451562    -4992.39864875                            
        5.01347342        6.50341354        4.61346588    -5001.06652625                            
        3.23667117        3.90270280        3.20553408    -4988.66129124                            
        3.26096991        3.76766359        3.30043577    -4980.11445852                            
        4.52069474        5.82168957        4.27289032    -4990.56550120                            
        4.41569473        5.46158743        4.27056098    -4995.92515234                            
        6.20161087        7.56495058        5.87237598    -5004.03303546                            
        6.16213161        7.28173325        5.96196166    -5002.29048446                            
        5.58984965        7.56201985        5.02310505    -4998.94387822                            
        4.28271672        5.41245521        4.10056094    -4998.44907453                            
        3.37175592        3.45822527        3.66792010    -5010.94856543                            
        3.09951884        3.00943270        3.48301473    -4998.63713311                            
        3.46776222        3.86169851        3.65148992    -4992.35123254                            
        3.20599165        4.35665974        3.06555803    -4997.20085605                            
        3.62697192        5.21492925        3.31427971    -4994.90308936                            
        3.01685394        3.58442590        3.11156599    -4988.12625523                            
        3.23540104        2.73767237        3.74178993    -4978.98141334                            
        3.22758476        2.76903728        3.70854128    -4966.99913469                            
        4.57769770        4.13428026        5.01710042    -4978.57928643                            
        4.31329741        4.09674518        4.69099141    -4973.10225225                            
        3.05925973        2.56299658        3.53609780    -4942.76535959                            
        3.36560516        3.03341787        3.80888895    -4934.66344235                            
        4.48500978        4.70510847        4.76359822    -4954.06181193                            
        4.09439586        4.05413978        4.44516142    -4947.21196782                            
        4.21579531        4.15170743        4.59678178    -4936.67584110                            
        4.05069675        3.84905081        4.44698278    -4936.01041703                            
        4.61581372        4.50217410        5.00780920    -4953.59565841                            
        4.60457772        4.26557717        5.03007223    -4937.53456854                            
        3.41743131        2.93482723        3.91988138    -4942.53663289                            
        4.79819872        4.35462815        5.24580137    -4941.44225207                            
        4.36687872        3.89466990        4.82100799    -4957.06655529                            
        4.33492063        3.84529650        4.77923878    -4944.18122858                            
        4.55331159        4.04999921        4.98578854    -4950.77414708                            
        4.21124135        3.68829062        4.68321023    -4964.85844258                            
        3.64359883        3.13960489        4.13060336    -4955.91597538                            
        4.81181075        4.30029822        5.25419181    -4967.06708978                            
        3.44722931        3.05400069        3.89924967    -4956.32908428                            
        3.92419404        3.70252449        4.28362125    -4969.17210284                            
        3.71490297        3.38189417        4.09800856    -4957.62389044                            
        4.40934996        3.94442035        4.82983143    -4967.87894363                            
        3.89735429        3.45084707        4.33441266    -4960.12456378                            
        4.31021743        3.94404404        4.71797714    -4941.72712818                            
        3.72967435        3.37969484        4.14467037    -4930.06711330                            
        2.93902340        2.41439278        3.39007661    -4952.45729867                            
        3.61437124        3.11907246        4.04691422    -4947.14855697                            
        3.41611206        2.93730617        3.84399271    -4942.02370596                            
        2.45753927        2.00357660        2.84868361    -4949.77574073                            
        2.54762773        2.18871975        2.92071609    -4951.36955261                            
        2.15661829        1.75946635        2.57790268    -4951.00897998                            
        2.15429566        2.00379534        2.54291463    -4954.90110293                            
        2.37363081        2.02590815        2.83884016    -4942.46190003                            
        2.34862115        2.18737962        2.72724356    -4933.20357602                            
        2.68635461        4.01711736        2.54989382    -4939.08121002                            
        4.99063160        8.89292510        3.95684283    -4940.82156598                            
        3.82448383        5.72391950        3.59233676    -4953.69724077                            
        3.68389768        5.64568322        3.47045783    -4959.83874580                            
        3.38394559        4.88256204        3.27632677    -4966.62547482                            
        4.01117137        5.41592560        3.92049318    -4960.59139233                            
        3.55327468        4.58179439        3.60868406    -4958.14891331                            
