        L = 0.00          L = 0.00          L = 0.05     Etotal @ L = 0.00
        5.17664166        5.17664166        4.78438031    -4908.34051820                            
        5.35138946        5.35138946        4.77240252    -4897.36548657                            
        4.58303593        4.58303593        4.18673891    -4903.18751322                            
        4.19526227        4.19526227        3.53989341    -4913.01040494                            
        4.91376342        4.91376342        4.03518783    -4919.55663858                            
        4.71193199        4.71193199        4.07241421    -4923.07711560                            
        6.22378945        6.22378945        4.75014040    -4933.55944741                            
        3.31127583        3.31127583        2.52393161    -4928.33455112                            
        3.90035643        3.90035643        3.29581659    -4942.29783096                            
        5.08094069        5.08094069        3.34316033    -4948.79569648                            
        3.46453423        3.46453423        2.55964213    -4941.52919821                            
        2.72980185        2.72980185        1.88390309    -4933.14856822                            
        0.92368998        0.92368998        0.41725712    -4932.63639252                            
        2.41860133        2.41860133        1.65151801    -4940.05200880                            
        2.27895151        2.27895151        1.70560168    -4947.47394241                            
        2.60523700        2.60523700        1.70035773    -4963.27796458                            
        0.91114086        0.91114086        0.85457016    -4978.66249034                            
        1.10238679        1.10238679        0.65910659    -4970.93052745                            
        1.98098593        1.98098593        1.17585605    -4990.66423666                            
        1.91828910        1.91828910        1.13234097    -4986.70017620                            
        2.04393766        2.04393766        1.43059033    -4972.67508710                            
        1.89399287        1.89399287        1.06751826    -4958.14214313                            
        2.15410653        2.15410653        1.47431153    -4964.77315585                            
        0.50745988        0.50745988       -0.06663622    -4958.81976491                            
        0.33936157        0.33936157       -0.47600643    -4970.89199231                            
        1.11498875        1.11498875        0.23979434    -4957.65857263                            
        0.32528349        0.32528349       -0.35334869    -4948.89846756                            
        2.25677110        2.25677110        1.30669027    -4946.57728765                            
        1.65744781        1.65744781        0.64978715    -4945.79337107                            
        1.51646091        1.51646091        0.01717099    -4939.73220384                            
        1.02898848        1.02898848        0.14694499    -4949.39987630                            
       -0.22075503       -0.22075503       -0.53491470    -4939.84337152                            
       -0.01375278       -0.01375278       -0.58282634    -4949.07669977                            
        0.53797585        0.53797585       -0.61187435    -4946.59203796                            
        1.20960920        1.20960920        0.49746104    -4950.09560592                            
       -0.56099101       -0.56099101       -1.04621179    -4954.82427537                            
       -1.00337540       -1.00337540       -1.20550217    -4965.71165611                            
       -0.13275275       -0.13275275       -0.42338057    -4958.62626830                            
       -1.56480521       -1.56480521       -1.77139000    -4970.86111036                            
       -0.81126033       -0.81126033       -0.92626486    -4983.42325437                            
       -0.86597861       -0.86597861       -1.13320785    -4965.75430808                            
       -2.17802736       -2.17802736       -1.82145211    -4964.82684823                            
       -3.35018407       -3.35018407       -2.91483899    -4983.44408635                            
       -2.80768771       -2.80768771       -2.34086137    -4981.54018391                            
       -2.19770274       -2.19770274       -2.02334433    -4969.56494324                            
       -1.64000827       -1.64000827       -1.86185175    -4952.70727609                            
       -0.50389140       -0.50389140       -0.77483115    -4954.09741597                            
       -0.01141456       -0.01141456       -0.27701755    -4950.57009856                            
       -0.76200262       -0.76200262       -0.85214770    -4946.17942111                            
       -2.44799696       -2.44799696       -2.18804504    -4942.39131939                            
       -2.02571126       -2.02571126       -1.84876392    -4940.27515294                            
       -3.64669508       -3.64669508       -3.31606010    -4958.51752778                            
       -4.39632823       -4.39632823       -3.98299305    -4972.71552671                            
       -3.68512176       -3.68512176       -3.33967125    -4985.35741135                            
       -3.32917543       -3.32917543       -3.10094731    -4998.14813816                            
       -2.11454359       -2.11454359       -1.86528152    -4974.42586084                            
       -2.91805130       -2.91805130       -2.56651877    -4978.87669636                            
       -1.85140000       -1.85140000       -2.08655083    -4986.87401047                            
       -2.38712282       -2.38712282       -2.19685472    -4986.60991984                            
       -3.55634767       -3.55634767       -3.25457974    -4985.95683339                            
       -2.60704579       -2.60704579       -3.05222197    -4993.72308939                            
       -2.58374329       -2.58374329       -2.67252983    -4994.26831389                            
       -2.40941642       -2.40941642       -2.52145384    -4986.57608031                            
       -2.15388630       -2.15388630       -1.89281170    -4975.13388787                            
       -2.30293224       -2.30293224       -2.10687087    -4996.24246704                            
       -2.35186108       -2.35186108       -2.13490918    -4992.94653825                            
       -1.15255474       -1.15255474       -0.96039474    -5001.34594383                            
       -0.31982415       -0.31982415        0.00380338    -4998.90134136                            
        0.20381771        0.20381771        0.18385504    -5014.61345676                            
       -0.17168938       -0.17168938       -0.17575357    -5006.31871998                            
       -0.42128476       -0.42128476       -0.60250682    -4992.95182163                            
       -0.30177651       -0.30177651       -0.90525361    -4997.57127899                            
       -0.15705526       -0.15705526       -0.56481687    -5003.27582746                            
       -0.19875686       -0.19875686        0.03702413    -5018.38085185                            
        0.40510188        0.40510188        0.18801417    -5031.02237833                            
        2.18521042        2.18521042        1.36685693    -5022.67833784                            
        2.42141222        2.42141222        1.94202284    -5028.27662631                            
        2.65915738        2.65915738        2.00723680    -5014.85270843                            
        3.97778771        3.97778771        3.40793386    -5006.72684732                            
        2.76576019        2.76576019        1.94090296    -4987.59556921                            
        1.23222191        1.23222191        0.97984110    -4957.73289256                            
       -1.23840070       -1.23840070       -1.12182326    -4954.47581728                            
       -0.08610202       -0.08610202       -0.14346926    -4967.52996734                            
        0.39538545        0.39538545       -0.32155409    -4973.06591991                            
        0.09156055        0.09156055       -0.73102644    -4972.22825650                            
       -1.43624394       -1.43624394       -1.70081438    -4966.54219993                            
       -3.58918680       -3.58918680       -3.16907238    -4963.18096431                            
       -0.78270805       -0.78270805       -1.89118157    -4954.72788880                            
       -0.68563783       -0.68563783       -1.26458363    -4941.36592978                            
       -0.77173297       -0.77173297       -1.20653719    -4965.40180255                            
       -2.06216716       -2.06216716       -2.03190056    -4957.55597932                            
       -1.65869985       -1.65869985       -1.99413229    -4970.82074981                            
       -0.96535226       -0.96535226       -1.34957024    -4981.71680447                            
       -0.47172448       -0.47172448       -0.64940672    -4984.66361427                            
       -1.16900322       -1.16900322       -1.29155670    -4996.18661259                            
       -2.54628858       -2.54628858       -2.31444355    -5005.91807747                            
       -2.33823161       -2.33823161       -1.65571180    -4994.27880043                            
       -0.32686444       -0.32686444        0.06850857    -4987.38919731                            
       -1.04554918       -1.04554918       -0.58371827    -5000.69095109                            
       -0.68201672       -0.68201672       -0.28962918    -5001.52244549                            
       -1.48372940       -1.48372940       -1.07471057    -4997.58248690                            
       -0.33905228       -0.33905228       -0.21794804    -4984.33971915                            
       -0.46347683       -0.46347683       -0.54688944    -4971.87600787                            
       -1.30552583       -1.30552583       -1.09013020    -4999.52606018                            
       -3.50160526       -3.50160526       -2.87657974    -5005.14959616                            
       -3.01086132       -3.01086132       -2.39145736    -5021.56228644                            
       -1.96730545       -1.96730545       -1.83921595    -4999.63022924                            
       -2.96831028       -2.96831028       -3.07562288    -5005.79208234                            
       -2.83105668       -2.83105668       -2.85127201    -5016.42026071                            
       -3.49642909       -3.49642909       -3.31218182    -4992.75089012                            
       -3.67594457       -3.67594457       -3.56351741    -5004.68448041                            
       -3.95115162       -3.95115162       -3.70576452    -5001.19769675                            
       -1.93566838       -1.93566838       -2.34777469    -5005.06716227                            
       -3.28523828       -3.28523828       -3.55016697    -5008.00067900                            
       -1.00194015       -1.00194015       -1.92726135    -5010.85379789                            
       -1.97766216       -1.97766216       -2.46440202    -4990.85808522                            
       -2.64243472       -2.64243472       -2.55085384    -4994.43227085                            
       -3.41563522       -3.41563522       -3.63314377    -4994.14131749                            
       -2.07492526       -2.07492526       -2.16909099    -5023.84128674                            
       -2.16039003       -2.16039003       -2.24097079    -5035.90777139                            
       -2.58534663       -2.58534663       -2.75910795    -5024.57969063                            
       -3.03929111       -3.03929111       -3.07113205    -5043.87117382                            
       -2.50070626       -2.50070626       -2.53849895    -5026.94719917                            
       -4.15190978       -4.15190978       -3.81827390    -5025.78283981                            
       -3.48398401       -3.48398401       -3.40971207    -5033.50380371                            
       -2.90056324       -2.90056324       -2.39574774    -5026.16684776                            
       -2.47496731       -2.47496731       -2.21797084    -5034.43763680                            
       -2.79017783       -2.79017783       -2.28284850    -5025.05424551                            
       -2.13647604       -2.13647604       -2.01559144    -5016.68586608                            
       -2.38343388       -2.38343388       -2.34827374    -5021.38672898                            
       -2.01092042       -2.01092042       -2.23547670    -5013.32497355                            
       -0.85052388       -0.85052388       -0.84206949    -5020.11875800                            
       -1.84755151       -1.84755151       -1.84039786    -5023.26763107                            
       -2.85462511       -2.85462511       -2.49957349    -5016.18998051                            
       -3.13216356       -3.13216356       -2.73838749    -5021.54274562                            
       -4.20256174       -4.20256174       -3.91705195    -5045.17290305                            
       -4.30920707       -4.30920707       -4.12499220    -5049.71813132                            
       -4.12449407       -4.12449407       -4.10606709    -5064.19939064                            
       -3.67059286       -3.67059286       -3.59931294    -5054.78441778                            
       -2.57078860       -2.57078860       -2.55049765    -5045.27372607                            
       -1.27318539       -1.27318539       -2.00047847    -5029.55742938                            
       -2.73760319       -2.73760319       -2.71351775    -5010.08589107                            
       -1.91358482       -1.91358482       -1.80914476    -5009.14156441                            
       -1.71201914       -1.71201914       -1.84484092    -5012.97077352                            
       -2.18635766       -2.18635766       -2.17693148    -5008.12900529                            
       -1.41878465       -1.41878465       -1.46826791    -4988.95463453                            
       -0.37806171       -0.37806171       -0.60352375    -5012.00065412                            
       -0.18787414       -0.18787414       -0.36252111    -4998.53324101                            
       -0.14136185       -0.14136185       -0.52036013    -5002.44252412                            
        0.60014172        0.60014172        0.36061334    -5002.54569298                            
        2.10566362        2.10566362        1.94891622    -5019.64788449                            
        1.04489782        1.04489782        0.89925974    -5035.69104560                            
        2.47369162        2.47369162        2.11234666    -5041.20454236                            
        1.40311285        1.40311285        1.06222903    -5044.12556036                            
        1.24519785        1.24519785        0.83653577    -5029.80969157                            
        0.32485741        0.32485741        0.64966995    -5007.34786540                            
        2.23528621        2.23528621        2.22272818    -4996.91133991                            
        1.32949524        1.32949524        1.16570481    -5002.95587106                            
        0.66309568        0.66309568        0.72774817    -5020.84046817                            
        1.50910099        1.50910099        1.06480450    -5018.41262095                            
        1.06079136        1.06079136        0.57894052    -5016.78532227                            
        1.85866401        1.85866401        1.06025776    -5006.17867350                            
        0.57519128        0.57519128        0.20183267    -5012.30112643                            
        0.54505037        0.54505037        0.04798071    -5021.34784477                            
        1.58843197        1.58843197        0.88880110    -5035.44444167                            
       -0.50902469       -0.50902469       -0.60278735    -5036.67424125                            
       -1.74314537       -1.74314537       -1.80982263    -5019.23201873                            
        0.00233871        0.00233871       -0.73709637    -5035.19164274                            
        0.48588769        0.48588769       -0.39763592    -5036.35138218                            
        0.37201753        0.37201753       -0.98563526    -5032.34214469                            
       -0.96805424       -0.96805424       -1.70037952    -5032.06190367                            
       -1.66573348       -1.66573348       -2.21492807    -5021.54781025                            
       -2.18906097       -2.18906097       -2.86087940    -5032.28166167                            
       -3.15947359       -3.15947359       -3.51076652    -5030.87333478                            
       -3.40268315       -3.40268315       -3.88098269    -5021.95236805                            
       -3.02758098       -3.02758098       -3.59683299    -5033.42818768                            
       -2.22790935       -2.22790935       -3.13937087    -5030.84933770                            
       -2.80046289       -2.80046289       -3.27155799    -5045.59764747                            
       -1.16455087       -1.16455087       -2.07752557    -5024.89473991                            
        0.77025459        0.77025459       -1.16235838    -5025.24606914                            
        1.43702660        1.43702660       -0.14480633    -5040.50168128                            
        3.87646159        3.87646159        1.35809586    -5022.69890133                            
        5.08847005        5.08847005        2.34015280    -5015.38496716                            
        3.32695940        3.32695940        1.83432429    -5032.93018385                            
        1.09501748        1.09501748       -0.02907773    -5026.18701108                            
        1.43021764        1.43021764       -0.45217770    -5037.00894095                            
        2.94541299        2.94541299        0.51344132    -5033.61516195                            
        1.64882843        1.64882843        0.25957546    -5054.14331967                            
       -0.25438783       -0.25438783       -0.69515544    -5024.29720847                            
       -0.23031837       -0.23031837       -0.74775936    -5046.09285252                            
        1.04905803        1.04905803        0.21102921    -5050.15390174                            
       -0.52664621       -0.52664621       -0.86435826    -5043.48620772                            
        0.04347677        0.04347677       -0.28013923    -5026.26484968                            
       -0.76156028       -0.76156028       -0.71100161    -5018.35967724                            
        0.77572065        0.77572065        0.78301788    -5008.29157226                            
        1.21842775        1.21842775        1.33624007    -5031.53255143                            
        0.49371514        0.49371514        0.44323201    -5036.05172732                            
       -1.04630236       -1.04630236       -0.76570461    -5015.01595379                            
        0.17891891        0.17891891        0.18879959    -5030.59938403                            
        0.72754893        0.72754893        0.67771240    -5023.06251811                            
        0.54394673        0.54394673        0.09112298    -5033.32252172                            
        0.58831459        0.58831459        0.58570374    -5017.22620340                            
       -0.55409012       -0.55409012       -0.34262701    -4983.08376617                            
       -1.70226167       -1.70226167       -1.49892314    -4993.60451181                            
       -1.03455446       -1.03455446       -1.35192106    -4979.60951820                            
       -0.83981597       -0.83981597       -1.09564051    -4986.62115356                            
        0.66610408        0.66610408        0.21566824    -4969.90118198                            
        0.65621018        0.65621018        0.15103871    -5000.70404536                            
        0.30366778        0.30366778       -0.13694626    -4993.87629602                            
        1.16277361        1.16277361        0.78996058    -4990.40441109                            
        1.88880003        1.88880003        1.02444487    -5010.64069891                            
        1.25216633        1.25216633        0.53691508    -5001.01701049                            
       -0.54541290       -0.54541290       -0.21527265    -5004.60077612                            
        0.13058401        0.13058401        0.37474724    -5004.00947072                            
       -0.03143350       -0.03143350        0.09281680    -5004.78614084                            
        0.23703451        0.23703451        0.12111387    -5013.12665098                            
        1.33720564        1.33720564        1.07744462    -5014.26827625                            
        1.43036803        1.43036803        1.28542129    -5013.30722965                            
        1.15973868        1.15973868        0.74910459    -5022.22965427                            
        1.03726980        1.03726980       -0.07176659    -4995.92828638                            
        2.57123832        2.57123832        1.15376458    -5006.04855068                            
       -0.03460812       -0.03460812       -0.63734563    -5012.81134439                            
       -0.51603261       -0.51603261       -1.04982081    -5013.06669014                            
       -0.40805395       -0.40805395       -0.79064163    -5027.99843084                            
       -1.04610508       -1.04610508       -0.90440243    -5019.71077749                            
       -1.48421240       -1.48421240       -1.09797196    -5002.57054420                            
       -1.99806316       -1.99806316       -1.47672626    -4986.52953272                            
       -1.89987152       -1.89987152       -1.64011288    -4994.73920010                            
       -1.07943972       -1.07943972       -1.17557380    -5004.32133487                            
       -0.66128449       -0.66128449       -0.50633959    -5022.24507983                            
       -3.03624464       -3.03624464       -2.73267895    -5034.53188787                            
       -2.89322054       -2.89322054       -2.54587895    -4994.08240908                            
       -3.44281791       -3.44281791       -3.11750848    -5011.99810494                            
       -3.64325155       -3.64325155       -3.25604569    -5013.32174194                            
       -3.49604561       -3.49604561       -3.23887610    -4996.92702387                            
       -4.04899085       -4.04899085       -3.29772376    -4986.04897011                            
       -3.51409900       -3.51409900       -2.90259219    -5014.74404217                            
       -3.48706929       -3.48706929       -3.01579194    -5025.96409205                            
       -3.17934362       -3.17934362       -2.91048607    -5023.34939220                            
       -4.83266613       -4.83266613       -4.32753764    -5012.75268520                            
       -3.62143543       -3.62143543       -3.20972674    -4994.67982919                            
       -3.33260577       -3.33260577       -2.74537990    -4992.41064227                            
       -3.16518661       -3.16518661       -2.75326812    -5003.83300843                            
       -3.64140252       -3.64140252       -3.12732861    -5012.66110416                            
       -3.98278461       -3.98278461       -3.54335773    -5023.09268138                            
       -4.69714255       -4.69714255       -3.88102404    -5018.75034642                            
       -3.71843081       -3.71843081       -3.33867780    -5010.98502486                            
       -4.31600623       -4.31600623       -3.51346604    -5005.63588783                            
       -4.14206493       -4.14206493       -3.38108423    -4998.30719577                            
       -4.25576824       -4.25576824       -3.64205316    -4983.40817181                            
       -3.94490235       -3.94490235       -3.27662357    -5008.19444874                            
       -2.50941125       -2.50941125       -2.45542727    -5006.50190596                            
       -2.23499787       -2.23499787       -2.32230746    -4998.28386397                            
       -0.09541670       -0.09541670       -1.35758400    -5007.28905049                            
       -2.61752153       -2.61752153       -2.61459698    -5031.14347239                            
       -2.73905934       -2.73905934       -2.39600909    -5017.69655097                            
       -2.82937596       -2.82937596       -2.59849568    -5011.87592841                            
       -3.67810973       -3.67810973       -2.94550397    -5018.09945816                            
       -2.69532082       -2.69532082       -2.35281427    -5005.26530227                            
       -3.52728881       -3.52728881       -2.91250422    -4995.43263840                            
       -3.37636181       -3.37636181       -3.23670575    -4998.96038658                            
       -3.50661636       -3.50661636       -3.06012841    -5004.96614790                            
       -3.83657299       -3.83657299       -3.16123150    -4990.82956674                            
       -3.33162674       -3.33162674       -2.81659156    -4999.59918529                            
       -3.44203784       -3.44203784       -2.58694880    -4999.34077833                            
       -2.40751463       -2.40751463       -1.70228579    -5006.84389843                            
        1.10235734        1.10235734        0.94446106    -5003.65089231                            
       -0.34579690       -0.34579690       -0.17697136    -5005.71302325                            
       -1.96774033       -1.96774033       -1.51355494    -4994.50977629                            
       -1.98907630       -1.98907630       -1.40207639    -5003.00031339                            
       -1.85851905       -1.85851905       -1.20828903    -5005.90205945                            
       -2.89009787       -2.89009787       -2.20065015    -5019.96527152                            
       -2.55969045       -2.55969045       -1.81330664    -5015.73476982                            
       -3.71423514       -3.71423514       -3.12315774    -5012.79965690                            
       -3.43538763       -3.43538763       -2.76257341    -5011.13801205                            
       -2.95638447       -2.95638447       -2.34428615    -4999.88846990                            
       -1.97075030       -1.97075030       -1.76446337    -4980.50871149                            
       -1.94044739       -1.94044739       -1.56461870    -4984.83660110                            
       -0.63887376       -0.63887376       -0.36380778    -4986.61666689                            
       -1.65613613       -1.65613613       -1.22013849    -5012.48786516                            
       -1.92297826       -1.92297826       -1.64386652    -5034.66863525                            
       -1.35635213       -1.35635213       -0.80665955    -5017.73629005                            
       -1.52464613       -1.52464613       -0.82072986    -4998.41007621                            
       -2.61444182       -2.61444182       -1.73602514    -5006.15681933                            
       -2.51077902       -2.51077902       -1.95187938    -5015.70256384                            
       -3.56292076       -3.56292076       -2.79304515    -4989.81791514                            
       -3.05823442       -3.05823442       -2.39964790    -4990.27097283                            
       -5.50667358       -5.50667358       -4.65621805    -4977.81848199                            
       -5.63789468       -5.63789468       -4.79278213    -4979.84749680                            
       -5.70259231       -5.70259231       -5.07103483    -4971.73946894                            
       -5.41803186       -5.41803186       -4.64995297    -4963.10881051                            
       -5.68372561       -5.68372561       -4.85258877    -4961.78509591                            
       -5.92554927       -5.92554927       -5.35575537    -4951.20979180                            
       -5.46081650       -5.46081650       -4.90344152    -4946.81171372                            
       -5.43427183       -5.43427183       -4.98981347    -4956.19890795                            
       -4.27551580       -4.27551580       -4.16889250    -4969.90266626                            
       -2.82618486       -2.82618486       -3.21948718    -4968.74651264                            
       -3.07216421       -3.07216421       -3.65544292    -4967.18851432                            
       -2.70663657       -2.70663657       -3.23597726    -4968.20406777                            
       -3.75734616       -3.75734616       -3.40765196    -4982.95120388                            
       -2.14506508       -2.14506508       -1.87800294    -4979.27194110                            
       -1.53902238       -1.53902238       -1.34310739    -4967.60535633                            
       -1.97304731       -1.97304731       -2.17647330    -4975.37779543                            
       -1.21859275       -1.21859275       -1.54556424    -4984.02776940                            
       -1.63085200       -1.63085200       -2.01368205    -4978.78491585                            
        0.17804431        0.17804431       -0.74898280    -4971.31096814                            
       -2.02220394       -2.02220394       -2.55519850    -4958.08143158                            
       -3.42519063       -3.42519063       -3.07862117    -4956.23879756                            
       -3.44857073       -3.44857073       -3.13321478    -4939.34532512                            
       -3.39090894       -3.39090894       -3.71465129    -4931.09988037                            
       -1.66575452       -1.66575452       -2.36040533    -4951.48053200                            
       -1.95158785       -1.95158785       -2.65085334    -4965.07001060                            
       -0.80940952       -0.80940952       -1.65499330    -4964.62036012                            
       -0.97477398       -0.97477398       -1.98220856    -4966.70718785                            
       -2.76632075       -2.76632075       -2.49970016    -4957.29410217                            
       -2.06264920       -2.06264920       -1.98221919    -4946.04533291                            
       -1.59987532       -1.59987532       -1.18959675    -4953.43643287                            
       -2.45106936       -2.45106936       -1.87045640    -4940.73093602                            
       -2.88066240       -2.88066240       -2.26340040    -4950.89309833                            
       -3.85206399       -3.85206399       -3.33997255    -4960.27678560                            
       -3.13233909       -3.13233909       -2.83873296    -4945.00415470                            
       -2.43265490       -2.43265490       -2.12516904    -4945.79306103                            
       -1.65498755       -1.65498755       -1.46738218    -4970.61292247                            
       -3.25965868       -3.25965868       -2.99169187    -4965.23047410                            
       -2.80424281       -2.80424281       -2.30819780    -4948.18693081                            
       -2.62559276       -2.62559276       -2.11544861    -4959.39225158                            
       -2.87293451       -2.87293451       -2.40435577    -4963.88227434                            
       -3.76053245       -3.76053245       -3.04906393    -4982.83070549                            
