        L = 0.25          L = 0.20          L = 0.30     Etotal @ L = 0.00
       -1.96663172       -1.80690986       -1.62947335    -5008.14180092                            
       -2.75888895       -3.05750120       -2.10984271    -5037.82318879                            
       -2.67422721       -3.27097640       -1.86068152    -5024.26788348                            
       -2.96702699       -3.33078276       -2.25298407    -5009.11186852                            
       -2.90731002       -2.87031849       -2.37146826    -5009.18680400                            
       -3.09729824       -3.40651937       -2.40164655    -4984.24501958                            
       -1.98256043       -1.96299480       -1.46244390    -4991.30274009                            
       -1.62243212       -0.07583798       -1.75412078    -5010.42395394                            
       -0.95685191        0.38621174       -0.99664886    -4999.00643961                            
       -1.03345333       -0.93221125       -0.53791199    -4982.05815697                            
       -0.47467673       -0.51107345        0.04633645    -4978.55792951                            
       -0.66609376       -0.23446111       -0.38513466    -4985.43452478                            
        0.43599247        1.64070207        0.32441828    -4968.85467453                            
        0.40655089        1.73943925        0.27849634    -4985.11184169                            
       -0.66239646       -1.07034924        0.03075181    -4984.74987772                            
       -0.86572583       -0.89890934       -0.36161603    -4985.00090376                            
       -1.88166221       -2.44908340       -1.10896886    -4973.26390254                            
       -1.77937533       -2.39861767       -0.96968206    -4976.98719162                            
       -0.70433159       -0.99135906       -0.07005792    -4985.31051865                            
        0.48581149        0.54255322        0.89183463    -4981.25724903                            
       -0.02436207       -0.33467826        0.59332355    -4987.58626898                            
        1.03022399        0.65430648        1.71747622    -4984.09692994                            
        0.66446602        1.26890071        0.97825517    -4998.56001726                            
        0.10198589       -0.09462910        0.73333127    -4983.42245753                            
        1.21473946        0.81699161        1.93880877    -4981.23813507                            
        0.10360949       -0.38797258        0.84301077    -4992.25881535                            
        1.02387302        0.39584412        1.81282735    -5007.68252919                            
        1.50608836        0.87495650        2.28071892    -5006.36093905                            
        1.67361756        1.13109072        2.42830938    -5021.73340662                            
        0.41032723       -0.21228900        1.20425379    -5019.90044545                            
        0.04330172       -0.08755045        0.61135132    -5012.73642858                            
        0.38415740        0.27738448        0.93158881    -5001.19065742                            
       -0.07823460       -0.79517645        0.74258343    -5010.82392050                            
        1.46599772        0.87365975        2.19878552    -5006.92383514                            
        1.63495847        1.43006143        2.18498492    -5015.12204649                            
        0.98543303        0.50219817        1.69227017    -4996.78842731                            
        0.36130503       -0.21850645        1.10509204    -4982.34077322                            
        0.75469361        0.28541596        1.46386540    -5000.02326281                            
        0.23074430       -0.34764122        0.96714792    -5002.48110781                            
       -1.22736802       -1.71279177       -0.50561678    -5002.21325249                            
       -0.27890156       -0.59970412        0.34082623    -5005.65202514                            
        0.36683318        0.41962963        0.79569852    -4979.28449089                            
        0.65566117        0.61643735        1.12618863    -4978.11046628                            
        1.18994122        0.75574749        1.87440686    -4997.17238496                            
        0.82987211        0.38550285        1.52179812    -5009.91757907                            
        0.19209250       -0.15080738        0.88860538    -4997.60671047                            
        0.20998893        0.04417009        0.88128485    -4989.03354473                            
       -0.21673998       -0.48969682        0.49154308    -4984.08547405                            
        0.23294597        1.17556012        0.44796599    -5001.71993896                            
        0.69625468        1.30252747        1.03186949    -5020.87192763                            
       -0.03179870        0.44535450        0.30420700    -5027.97215921                            
       -0.94452647       -0.56848916       -0.52075505    -5032.52514495                            
        0.01584375        0.56842000        0.26068603    -5019.86139716                            
        0.68428979        1.67577631        0.74400943    -5009.62727422                            
        0.42297870        0.79168944        0.78029672    -5015.33048395                            
        0.81916057        0.81100383        1.37127637    -5018.89018302                            
       -0.29784473       -0.46254721        0.33387103    -5010.78203255                            
        2.67187821        4.31560058        2.41948397    -5022.07167280                            
        2.43809223        3.65203272        2.41631568    -5010.31369816                            
        2.43553137        3.79263022        2.34708658    -5022.25437370                            
        2.62562946        5.04266320        2.06435669    -4996.12803335                            
        0.59052460        2.09788747        0.47442142    -4995.83528954                            
        0.37739358        1.66816784        0.28872077    -4998.36036717                            
        0.89382661        2.06172684        0.79212195    -4977.92344953                            
       -0.76527409       -0.85129164       -0.20547072    -4983.26313919                            
        0.01813638        0.27565874        0.31358237    -4969.52524104                            
        2.98773958        5.09184398        2.36030540    -4974.40721388                            
        3.21241193        6.85089523        1.91479363    -4954.65311608                            
        3.09957180        4.86972977        2.59437796    -4941.25647987                            
        2.71350055        3.88578655        2.48153880    -4952.93187294                            
        2.61462722        4.08878823        2.27759164    -4961.01689066                            
